iter	Logloss
0	0.4946514476
1	0.379342568
2	0.3025213557
3	0.2520788097
4	0.2233765015
5	0.2052161731
6	0.1803033173
7	0.1625472831
8	0.1527431202
9	0.1447597969
10	0.1367822821
11	0.1316572927
12	0.1264337261
13	0.1225555812
14	0.1178116873
15	0.1139523351
16	0.1088565769
17	0.1039625658
18	0.1009577274
19	0.09846613246
20	0.09675881397
21	0.09469210996
22	0.09321109653
23	0.09172917133
24	0.09058994053
25	0.08983725073
26	0.08920857941
27	0.08832959037
28	0.08732234625
29	0.08686463407
30	0.08600990051
31	0.08547527817
32	0.08497857495
33	0.0844069819
34	0.0840166091
35	0.08358023575
36	0.0832719856
37	0.0827203895
38	0.08214567178
39	0.08168122434
40	0.08134397461
41	0.08072528502
42	0.08020578976
43	0.07992446763
44	0.07941477097
45	0.07916799987
46	0.07878391927
47	0.07841059893
48	0.07825578842
49	0.07790550453
50	0.07754675508
51	0.07717283245
52	0.07669315584
53	0.07636712036
54	0.0759537125
55	0.07572057247
56	0.07539012277
57	0.07498742285
58	0.07467134687
59	0.07436245695
60	0.074098405
61	0.07381559113
62	0.07347048813
63	0.07316348852
64	0.0729177838
65	0.07254475155
66	0.07208223346
67	0.07184345981
68	0.07170119128
69	0.07152387105
70	0.07123182216
71	0.0708879129
72	0.07059600543
73	0.07028844296
74	0.06997099508
75	0.06980128761
76	0.06961356323
77	0.06915469793
78	0.06893501585
79	0.06856390767
80	0.06845453449
81	0.06830214017
82	0.06801517525
83	0.06782696475
84	0.06763338689
85	0.06752373073
86	0.06724047842
87	0.06699111448
88	0.06675608254
89	0.06651355949
90	0.06630331594
91	0.06611239171
92	0.06598998454
93	0.06572461916
94	0.06546877587
95	0.06519472002
96	0.064984882
97	0.06485659953
98	0.06465248605
99	0.0644138365
100	0.0642444127
101	0.06406097374
102	0.06390449952
103	0.06363860079
104	0.06342150993
105	0.06327132197
106	0.06315843345
107	0.06288932406
108	0.0627346394
109	0.06257507973
110	0.06243181144
111	0.06226634008
112	0.06203647454
113	0.06185948052
114	0.06163143397
115	0.06147587355
116	0.06128069408
117	0.06110714132
118	0.06091754808
119	0.06073057453
120	0.06055898711
121	0.06038032268
122	0.06021435639
123	0.06004319519
124	0.05988933538
125	0.05970988247
126	0.05954730832
127	0.05943935812
128	0.05932651807
129	0.05916183789
130	0.05898533674
131	0.05886917588
132	0.05874482808
133	0.05859586711
134	0.05835804733
135	0.05817043312
136	0.05805596638
137	0.05790752647
138	0.05767325908
139	0.05748579024
140	0.05725272729
141	0.0571197963
142	0.05690293064
143	0.05678419081
144	0.05665877577
145	0.05652249113
146	0.05639831152
147	0.05625600331
148	0.05606523911
149	0.0558468422
150	0.0556568698
151	0.05547760039
152	0.05532760009
153	0.05521292263
154	0.05510392247
155	0.05499805377
156	0.05486571437
157	0.05475334163
158	0.0546669517
159	0.05458116555
160	0.05446518508
161	0.05435307004
162	0.05424497772
163	0.05414486861
164	0.0539133663
165	0.05376347385
166	0.05364884111
167	0.05349448838
168	0.05337606289
169	0.05326947129
170	0.0531524371
171	0.0530787491
172	0.05296811863
173	0.05281284282
174	0.05262864633
175	0.05249391133
176	0.0524018074
177	0.05227423568
178	0.05216665544
179	0.05201818198
180	0.05194472767
181	0.05182773911
182	0.05169593814
183	0.05157116144
184	0.05147902807
185	0.05136925325
186	0.05125497185
187	0.0511638944
188	0.05108607677
189	0.05094782465
190	0.0508645868
191	0.05078244481
192	0.05067884603
193	0.05059905616
194	0.05054604013
195	0.0504460009
196	0.05034037238
197	0.05014796717
198	0.05006516116
199	0.04997408362
200	0.04985530469
201	0.0497556208
202	0.04967972588
203	0.04958428276
204	0.04948057272
205	0.04938981819
206	0.04922878747
207	0.04911660729
208	0.04901590267
209	0.04892859634
210	0.04886670576
211	0.04878720647
212	0.04868783666
213	0.04859143998
214	0.04851697768
215	0.0483921488
216	0.04831508146
217	0.04826607836
218	0.0481401791
219	0.04804895197
220	0.0479536763
221	0.04780347772
222	0.04772660001
223	0.04758685807
224	0.04752053471
225	0.04742684791
226	0.04729836586
227	0.04720975489
228	0.04714346538
229	0.04703007373
230	0.04691874907
231	0.04681865038
232	0.04673719703
233	0.04661135367
234	0.0465437211
235	0.04650847828
236	0.04647158745
237	0.04639811029
238	0.04630261734
239	0.0461808645
240	0.04609419004
241	0.04592218579
242	0.04577604962
243	0.04573950199
244	0.04569973297
245	0.04564717431
246	0.04554477026
247	0.04542679614
248	0.04535701606
249	0.04527753699
250	0.04518760983
251	0.04506567534
252	0.04498924182
253	0.04491434352
254	0.04478518441
255	0.04464173392
256	0.0446002589
257	0.04449042766
258	0.04441287875
259	0.04433349211
260	0.04430431033
261	0.04422983633
262	0.04413992674
263	0.04409242631
264	0.04402094143
265	0.04390609005
266	0.04380197464
267	0.04369877222
268	0.04363271533
269	0.04349514762
270	0.04339328873
271	0.04328367389
272	0.04318074843
273	0.0431007636
274	0.04298976391
275	0.04293270551
276	0.04279182472
277	0.04267927076
278	0.04258486683
279	0.04254766612
280	0.04249572609
281	0.04238914124
282	0.04231955641
283	0.04228042234
284	0.04218766609
285	0.04206463091
286	0.04200670959
287	0.04188908636
288	0.04180221361
289	0.04170619712
290	0.04166026621
291	0.0415807993
292	0.04151525569
